game_play_id,defense_1_x_ghost,defense_1_y_ghost,defense_2_x_ghost,defense_2_y_ghost,defense_3_x_ghost,defense_3_y_ghost,defense_4_x_ghost,defense_4_y_ghost
2018090600_75,42.148189544677734,3.6689828157424924,42.09947347640991,12.785667303204535,41.74517869949341,17.335661375522612,43.92227053642273,21.53779299855232
2018090600_190,89.41254615783691,40.762874859571454,87.14605808258057,41.85134425163269,83.7712812423706,37.03728872537613,85.75604438781738,33.03390251398086
2018090600_320,21.841589212417603,43.84259161949157,23.63076388835907,41.27288928031921,23.315359354019165,35.27803331613541,28.107174038887024,31.983966076374053
2018090600_492,74.12554979324341,41.22371679544449,75.16978025436401,38.27834594845772,76.05463743209839,32.12981882095337,80.38613319396973,31.364531916379928
2018090600_521,103.24769496917725,31.953143525123593,105.68495750427246,34.691353279352185,106.31476879119873,32.40720589756965,108.5424256324768,35.02527060508728
2018090600_752,51.38151168823242,36.940894389152525,52.83011555671692,35.74027945399284,51.942375898361206,29.754547625780106,54.713205099105835,28.488866037130354
2018090600_949,29.922199845314026,37.8011110663414,31.041619777679443,36.76778678297996,32.523289918899536,30.829006767272947,39.61418151855469,31.849629694223403
2018090600_992,56.35457754135132,4.263484448194504,57.592599391937256,10.778443166613577,55.930495262145996,9.859249211847782,62.27055788040161,16.321379595994948
2018090600_1037,61.7612099647522,33.84240516424179,63.21260690689087,35.15664291381836,60.13657808303833,31.290747773647308,63.809852600097656,30.09624842405319
2018090600_1061,69.72545385360718,33.74372979402542,70.54316282272339,33.945058047771454,69.45213317871094,28.862701457738876,72.44140148162842,28.563574665784834
2018090600_1085,79.84899044036865,2.4391671508550643,78.18340301513672,8.420730055868626,79.04391288757324,10.448821046948432,80.72758197784424,16.064856991171837
2018090600_1202,90.39685249328613,29.305104506015777,95.24445533752441,32.39519075751304,94.43910598754883,28.090615928173065,101.18888854980469,33.104474782943726
2018090600_1344,104.03289556503296,32.08800410032272,105.84475994110107,36.00627406835556,102.72268295288086,32.92924181222916,105.0957441329956,32.94354434013366
2018090600_1423,53.28219652175903,48.167171561717986,50.939955711364746,44.377357482910156,49.85990881919861,37.767530941963194,50.02872347831726,34.730089557170864
2018090600_1473,69.23826456069946,38.62467235326767,70.16883373260498,41.20182776451111,69.59056377410889,34.465013074874875,71.87867403030396,34.123766577243806
2018090600_1680,23.849451541900635,12.823239237070084,22.985730171203613,13.444606557488441,27.67174243927002,15.428040271997451,28.256623148918152,17.73394484221935
2018090600_1715,41.638805866241455,1.0009482145309447,43.74761939048767,7.305998592078685,41.50241017341614,9.669845555722713,44.13937211036682,16.326203760504722
2018090600_1750,47.752768993377686,1.6856459975242615,49.59595441818237,9.587951511144638,49.239903688430786,12.38028578609228,50.57254672050476,19.911739808321
2018090600_1869,33.81242036819458,3.109463921189308,35.15874624252319,11.648443192243576,33.42515230178833,17.33375680744648,35.78704118728638,22.86001119017601
2018090600_1916,42.95876741409302,11.072543264925478,44.10500407218933,18.918767270445823,43.1553590297699,20.046109548211096,46.73092603683472,25.176779264211653
2018090600_2116,28.048789501190186,37.8417725622654,32.33722686767578,35.40375069379807,31.461288928985596,30.657678240537642,37.20045447349548,29.140580958127973
2018090600_2260,42.8295636177063,32.40635130405426,43.38456630706787,36.63841276168823,44.27842855453491,32.31603125333786,48.57080340385437,32.9428390622139
2018090600_2382,53.75447630882263,8.357925374805927,56.26569986343384,11.619657051563262,56.51174068450928,11.645599842071533,60.263264179229736,17.812197333574293
2018090600_2450,39.17008638381958,45.66407668590546,40.90066194534302,41.38852944374084,40.80089807510376,34.72333540916443,44.962685108184814,32.64398230910301
2018090600_2575,37.38280892372131,24.68184254169464,40.906269550323486,31.245768833160398,39.69374656677246,31.70685856938362,44.61161971092224,29.69256259202957
2018090600_2624,50.775264501571655,4.20746091902256,53.04168105125427,12.204233962297439,52.360578775405884,15.080856096744537,56.239070892333984,20.372924852371213
2018090600_2648,56.142354011535645,11.855993458628653,57.450456619262695,16.882486954331398,57.24290728569031,17.350030618906022,59.84169960021973,18.415827867388725
2018090600_2736,76.88641548156738,3.9559800982475277,79.08398151397705,13.424042305350303,78.50589036941528,16.548145508766172,83.68839740753174,22.768801599740982
2018090600_2811,95.5662488937378,23.905690544843672,97.47241973876953,27.024655067920683,95.96308708190918,24.223513555526733,100.12247800827026,25.810914656519888
2018090600_2980,48.80472421646118,13.204741378128528,51.07702374458313,14.504362878203391,50.61751842498779,15.625375127792358,52.33736872673035,18.99089623391628
2018090600_3279,83.76734018325806,20.066144841909406,87.05044269561768,27.209806406497954,83.68165254592896,27.338240057229996,88.14204454421997,28.299816608428955
2018090600_3507,95.1220965385437,8.59529984295368,94.80281352996826,15.824527186155319,95.53616523742676,16.983341696858407,97.59159564971924,22.39950283169746
2018090600_3626,49.33868408203125,17.903880286216737,49.93425250053406,19.509693270921705,49.26470875740051,17.885771799087525,51.34165048599243,21.615916824340818
2018090600_3791,33.81916522979736,34.2447630405426,35.48025369644165,35.51479066610336,36.24349236488342,31.879635775089262,41.81588530540466,32.19051084518433
2018090600_3844,31.348178386688232,36.485348391532895,34.18270826339722,36.98342074155807,33.982036113739014,31.608354753255842,42.78989553451538,33.576216757297516
2018090600_3904,57.266167402267456,1.7215770483016968,60.011229515075684,12.494508245587348,59.76623296737671,17.454027342796326,64.43056583404541,22.762374675273893
2018090600_3950,62.93311357498169,5.104674506187439,67.14637756347656,12.513545984029768,64.84788179397583,13.234255035221576,69.30444717407227,20.448052835464477
2018090600_3979,71.6098952293396,2.485705962777138,73.70847702026367,8.857813338935374,75.54999589920044,10.20357415229082,78.08202266693115,17.659348994493484
2018090600_4142,42.69296050071716,13.033516895771026,45.083956718444824,19.477140882611273,42.99805998802185,20.141066324710845,46.348997354507446,25.696435660123825
2018090600_4166,58.717310428619385,21.593529015779495,58.03913354873657,26.071988210082054,55.958558320999146,24.49429262280464,55.30458211898804,22.533567586541174
2018090600_4258,84.9447512626648,45.97918342351913,85.24075269699097,43.34137411117553,83.78492832183838,36.35316914319992,86.48363828659058,34.12773138284683
2018090600_4282,94.58898067474365,19.54940963089466,97.47794151306152,26.80324863195419,96.56259298324585,27.121821397542952,102.52215385437012,30.800954496860502
2018090600_4325,99.11180019378662,28.690820145606992,99.39022064208984,33.170049744844434,96.85601234436035,29.446220451593398,100.10783672332764,28.257960587739944
2018090906_58,44.60245370864868,2.6842432856559753,45.77290892601013,11.397388079762457,46.137410402297974,15.12448007762432,48.14529776573181,23.31425941288471
2018090907_79,49.37471866607666,42.329942035675046,47.71204590797424,37.84487642049789,46.44517421722412,30.147638404369353,47.67887592315674,29.813597178459165
2018090903_79,56.301448345184326,42.41193853616714,56.26879334449768,42.075177860260006,55.70148825645447,34.976889175176616,59.099299907684326,32.03818352222442
2018090906_87,52.66456604003906,38.43000929355621,52.76266694068909,41.48854230046272,53.07657480239868,35.378087472915645,56.126160621643066,34.28504648208618
