game_play_id,defense_1_x_ghost,defense_1_y_ghost,defense_2_x_ghost,defense_2_y_ghost,defense_3_x_ghost,defense_3_y_ghost,defense_4_x_ghost,defense_4_y_ghost
2018090600_75,44.59417104721069,6.226555645465851,44.55493211746216,8.78261149227619,41.06919050216675,18.82555939257145,43.50019812583923,20.008327937126158
2018090600_190,95.0119686126709,44.1013523697853,95.2536392211914,38.67789859771728,87.2152304649353,40.520462578535074,81.20255470275879,32.32904394865036
2018090600_320,24.858514666557312,49.02770593166351,25.14945387840271,37.762403380870815,23.73455286026001,38.31624034047127,23.429920077323914,32.06111458539963
2018090600_492,77.82123327255249,43.50336247086525,80.74534893035889,34.56404743790626,82.84821510314941,32.57267616987228,81.83974027633667,32.338387292623516
2018090600_521,104.59446430206299,36.55625106096267,105.80595016479492,32.190656983852385,108.61418724060059,34.0802394926548,102.16734409332275,36.43116271495819
2018090600_752,51.81917667388916,40.79154663085937,54.858527183532715,33.662800741195674,50.46323776245117,31.44850764274597,50.720601081848145,28.74438314437866
2018090600_949,33.0508017539978,41.800748503208155,34.18456792831421,34.10677001476288,38.44699144363403,33.790869045257566,34.210102558135986,29.72738171815872
2018090600_992,58.71496796607971,8.4000792324543,58.07042598724365,7.132030832767486,56.55288577079773,10.906578186154364,59.562270641326904,13.759279644489288
2018090600_1037,65.14929056167603,37.49660255908966,65.31153202056885,32.85599457025528,63.65861177444458,33.10340733528137,57.30716586112976,30.19567672610283
2018090600_1061,71.98194980621338,37.46084941625595,74.31521415710449,30.882979589700696,68.19477081298828,31.218377363681793,74.43363904953003,28.33774276971817
2018090600_1085,83.83665561676025,7.453564494848251,79.81062412261963,7.522108295559883,81.71945571899414,12.24809462428093,76.56638145446777,15.697723299264908
2018090600_1202,93.48507642745972,32.039371693134306,96.3394546508789,28.848004990816115,95.78021049499512,29.725723361968992,96.9620132446289,31.763379287719726
2018090600_1344,103.51315498352051,37.321198034286496,106.98536396026611,31.675181424617765,105.06553173065186,34.34737144708633,98.54703426361084,32.25701346993446
2018090600_1423,56.73687815666199,51.485434281826016,59.08612132072449,41.665398681163786,54.39156889915466,39.71120064258575,50.743818283081055,35.03293970823288
2018090600_1473,70.70477485656738,43.059752190113066,72.36808776855469,38.452911764383316,72.65394687652588,36.009937065839765,70.60589075088501,33.90612162351608
2018090600_1680,26.26411736011505,14.29027608335018,33.093037605285645,11.266016565263271,25.980616807937622,16.376986947655677,26.034581065177917,19.229291290044785
2018090600_1715,,,,,,,,
2018090600_1750,49.030423164367676,6.0929443970322605,52.03139662742615,5.17258053869009,53.26014518737793,14.449216181039809,49.80618238449097,21.177351504564285
2018090600_1869,38.533140420913696,6.206599774956703,40.62869310379028,8.574776096642017,36.934365034103394,18.772280728816984,34.520941972732544,22.510337892174718
2018090600_1916,44.75693464279175,14.97039591372013,44.47022795677185,15.83657250702381,46.64608597755432,22.03702492713928,46.2443482875824,24.690266165137288
2018090600_2116,34.02170419692993,41.19005407094955,38.84991645812988,33.01118112802505,35.97856163978577,32.61808399558067,33.76680135726929,29.513024884462354
2018090600_2260,42.41508722305298,36.63082625865936,43.09366464614868,33.46619975566864,46.05121850967407,34.46190603971481,40.94160318374634,33.4241562962532
2018090600_2382,54.857579469680786,12.64987350553274,58.96108388900757,8.374200774729252,59.786449670791626,12.581309054791927,52.34841585159302,18.589867901802062
2018090600_2450,41.956965923309326,47.86541427373886,46.020694971084595,38.33317018747329,43.665311336517334,36.28261593580246,45.29894828796387,31.830002635717392
2018090600_2575,38.222891092300415,28.163183307647703,43.02672743797302,27.03290554881096,41.44669532775879,34.21504923701286,43.570700883865356,29.699281793832778
2018090600_2624,51.710307598114014,8.839452286064624,53.00715923309326,8.960158854722977,56.28387451171875,16.545468947291372,47.66105890274048,18.283556488156318
2018090600_2648,56.78297996520996,14.625251325964927,59.64145302772522,13.71347787976265,61.377360820770264,19.156221956014633,52.84624099731445,17.904966795444487
2018090600_2736,79.07973289489746,6.726771627366542,82.53654956817627,9.111074827611446,83.25467348098755,17.75302546918392,82.3373794555664,20.543905505537985
2018090600_2811,99.03173446655273,26.64770784676075,100.44957160949707,23.111507895588872,99.12629127502441,26.68330690860748,98.82960319519043,25.42216356098652
2018090600_2980,49.780064821243286,16.165521118044854,52.700722217559814,12.531792667508125,53.56719374656677,16.73858960866928,51.10730051994324,19.54489362835884
2018090600_3279,85.91760635375977,23.911769595742225,91.45658254623413,22.70197492837906,85.59092044830322,28.76863580942154,85.895254611969,27.35124957561493
2018090600_3507,98.97644519805908,10.62061261087656,98.73936653137207,10.722122594714165,98.25116157531738,18.562857663631437,97.68846988677979,23.48654419481754
2018090600_3626,,,,,,,,
2018090600_3791,35.28481364250183,37.03529996871948,38.90547752380371,32.995969998836514,39.758888483047485,33.33201268911362,35.615633726119995,30.877664589881896
2018090600_3844,36.02654457092285,39.484838199615474,41.11078977584839,34.84609189033508,42.693421840667725,33.51747536659241,39.254865646362305,32.16232514381409
2018090600_3904,62.48561382293701,5.363891145586967,63.525023460388184,10.158951821923255,63.55537176132202,18.59408209621906,57.9412579536438,22.280603140592575
2018090600_3950,67.09254026412964,8.880457684397697,69.57384824752808,10.45138959288597,70.09141445159912,15.190008974075317,64.96000528335571,20.900469559431073
2018090600_3979,73.49899291992188,7.843761092424392,74.14336681365967,7.3724194109439845,79.79180574417114,11.859654867649077,75.55677652359009,18.322486558556555
2018090600_4142,44.92501974105835,17.252807104587554,47.87061095237732,15.43332509100437,41.98885202407837,20.921637427806854,46.45253777503967,26.165850535035133
2018090600_4166,61.54115438461304,24.85061364173889,59.09396409988403,23.246354174613952,60.70269584655762,26.071303582191465,52.017399072647095,22.747490769624708
2018090600_4258,88.5930347442627,49.250014615058895,92.22517490386963,40.584614276885986,88.85182857513428,38.3452425122261,87.22658157348633,32.810303997993465
2018090600_4282,94.87368106842041,22.107594019174574,101.86936855316162,23.068787750601768,99.45831298828125,27.647224855422973,99.65603828430176,30.3272301197052
2018090600_4325,97.6811957359314,33.50212445259094,105.11369705200195,29.781891441345213,98.23506832122803,31.539818894863128,97.20165252685547,28.211980915069578
2018090906_58,48.78380298614502,6.693560026586056,50.46536207199097,6.944237878918647,49.60534930229187,17.329116904735564,44.97774124145508,23.69113991856575
2018090907_79,53.35603952407837,47.0759922504425,53.12358856201172,35.59747338294983,44.72151517868042,32.320571082830426,41.95871114730835,30.37802601456642
2018090903_79,57.46745467185974,45.85929888486862,58.97365093231201,38.77118589878082,54.70792293548584,37.16589710712433,57.79396176338196,32.04680252671242
2018090906_87,55.45423865318298,44.064401525259015,54.69656467437744,37.68589025735855,55.05005478858948,38.59305874705314,53.56658577919006,34.80606895685196
2018090901_72,36.45337700843811,34.90973845720291,34.01897192001343,30.044200819730758,42.497767210006714,30.693142282962796,46.38914108276367,28.825553643703458
2018090900_71,36.391353607177734,35.9013147354126,40.82990527153015,31.240063071250916,41.497414112091064,31.44545143842697,43.598434925079346,31.33293101787567
2018090900_95,63.59325885772705,29.839514553546906,61.24838590621948,25.635152727365494,61.42693519592285,26.790178751945493,64.66536283493042,26.946594780683515
2018090906_142,93.37401866912842,43.88964827060699,96.31792545318604,39.022735023498534,92.68588542938232,37.52550624608993,89.67966556549072,29.4837304353714
2018090903_149,72.5469160079956,26.669458681344985,75.99571466445923,23.392475369572637,71.35940551757812,30.37094464302063,66.6601037979126,28.891773521900177
2018090901_157,53.83757472038269,35.33943061828613,55.67363619804382,28.25948233604431,55.89777231216431,28.603505468368528,49.3232524394989,25.962273016572
2018090903_194,87.85739421844482,18.51422843337059,89.38905715942383,17.72286848425865,87.28855848312378,22.69433124065399,92.53455877304077,25.970706170797346
2018090907_192,91.25295639038086,9.494217851758004,89.70025062561035,11.958319912850856,84.98146533966064,20.611562943458555,75.13395309448242,24.451921939849854
2018090900_186,78.6389708518982,47.31741968393325,82.5788927078247,36.369695520401,78.20704936981201,32.210496896505354,74.75648403167725,26.987866246700285
2018090905_228,106.55188322067261,49.82910814881325,108.90469551086426,40.10228677988052,105.05177021026611,38.66674122810364,101.76363945007324,36.41145941019058
2018090900_232,93.23184013366699,35.93290928006172,96.14899635314941,33.7311841070652,92.12523937225342,36.52363036870956,92.39697217941284,31.773313540220258
2018090902_210,40.64037322998047,9.421937984228133,38.21701169013977,11.393686959147452,37.020535469055176,15.801000449061393,33.84738206863403,18.167442962527275
2018090900_313,97.72305965423584,16.325698629021645,99.87040042877197,12.025376911461352,104.25628423690796,15.275500094890594,100.62538146972656,16.51173315346241
2018090906_284,50.11258363723755,48.73511090278625,53.12317728996277,37.93623850345612,54.3133807182312,37.008798038959505,51.22015714645386,31.48299954533577
2018090902_260,57.592599391937256,36.45147598981857,62.0332932472229,32.1205612540245,59.011616706848145,30.806444227695465,62.95831918716431,31.062834990024566
2018090902_305,91.4024305343628,13.693299624323844,94.78922367095947,13.684278738498687,95.29104709625244,19.27204479277134,88.81874799728394,25.18874992728233
2018090906_354,82.67425060272217,12.890324828028678,85.18645763397217,9.924397671222687,81.24943971633911,14.545116505026817,71.3320541381836,19.664312747120857
2018090901_339,40.09681463241577,26.984546357393263,43.0753219127655,24.795306509733198,40.55204629898071,27.71835944056511,47.46703863143921,23.723913103342056
2018090903_333,45.607749223709106,22.993940925598142,49.72978234291077,20.18999418616295,46.727120876312256,19.80966353714466,47.164238691329956,21.285201841592787
2018090905_313,48.61817479133606,5.896574532985687,46.15159749984741,2.182311762869358,52.718374729156494,9.823150578141211,47.946635484695435,12.95492685586214
2018090903_382,47.56855487823486,43.697215414047236,48.822269439697266,38.693799120187755,46.261253356933594,39.30314335823059,43.86823296546936,34.80327961444855
2018090901_439,52.5137722492218,11.713447101414204,56.47049903869629,10.4666205778718,54.26560163497925,14.824023741483687,56.621564626693726,20.48915115892887
