game_play_id,defense_1_x_ghost,defense_1_y_ghost,defense_2_x_ghost,defense_2_y_ghost,defense_3_x_ghost,defense_3_y_ghost,defense_4_x_ghost,defense_4_y_ghost
2018090600_75,44.59417105,6.226555645,44.55493212,8.782611492,41.0691905,18.82555939,43.50019813,20.00832794
2018090600_190,95.01196861,44.10135237,95.25363922,38.6778986,87.21523046,40.52046258,81.2025547,32.32904395
2018090600_320,24.85851467,49.02770593,25.14945388,37.76240338,23.73455286,38.31624034,23.42992008,32.06111459
2018090600_492,77.82123327,43.50336247,80.74534893,34.56404744,82.8482151,32.57267617,81.83974028,32.33838729
2018090600_521,104.5944643,36.55625106,105.8059502,32.19065698,108.6141872,34.08023949,102.1673441,36.43116271
2018090600_752,51.81917667,40.79154663,54.85852718,33.66280074,50.46323776,31.44850764,50.72060108,28.74438314
2018090600_949,33.05080175,41.8007485,34.18456793,34.10677001,38.44699144,33.79086905,34.21010256,29.72738172
2018090600_992,58.71496797,8.400079232,58.07042599,7.132030833,56.55288577,10.90657819,59.56227064,13.75927964
2018090600_1037,65.14929056,37.49660256,65.31153202,32.85599457,63.65861177,33.10340734,57.30716586,30.19567673
2018090600_1061,71.98194981,37.46084942,74.31521416,30.88297959,68.19477081,31.21837736,74.43363905,28.33774277
2018090600_1085,83.83665562,7.453564495,79.81062412,7.522108296,81.71945572,12.24809462,76.56638145,15.6977233
2018090600_1202,93.48507643,32.03937169,96.33945465,28.84800499,95.78021049,29.72572336,96.96201324,31.76337929
2018090600_1344,103.513155,37.32119803,106.985364,31.67518142,105.0655317,34.34737145,98.54703426,32.25701347
2018090600_1423,56.73687816,51.48543428,59.08612132,41.66539868,54.3915689,39.71120064,50.74381828,35.03293971
2018090600_1473,70.70477486,43.05975219,72.36808777,38.45291176,72.65394688,36.00993707,70.60589075,33.90612162
2018090600_1680,26.26411736,14.29027608,33.09303761,11.26601657,25.98061681,16.37698695,26.03458107,19.22929129
2018090600_1715,,,,,,,,
2018090600_1750,49.03042316,6.092944397,52.03139663,5.172580539,53.26014519,14.44921618,49.80618238,21.1773515
2018090600_1869,38.53314042,6.206599775,40.6286931,8.574776097,36.93436503,18.77228073,34.52094197,22.51033789
2018090600_1916,44.75693464,14.97039591,44.47022796,15.83657251,46.64608598,22.03702493,46.24434829,24.69026617
2018090600_2116,34.0217042,41.19005407,38.84991646,33.01118113,35.97856164,32.618084,33.76680136,29.51302488
2018090600_2260,42.41508722,36.63082626,43.09366465,33.46619976,46.05121851,34.46190604,40.94160318,33.4241563
2018090600_2382,54.85757947,12.64987351,58.96108389,8.374200775,59.78644967,12.58130905,52.34841585,18.5898679
2018090600_2450,41.95696592,47.86541427,46.02069497,38.33317019,43.66531134,36.28261594,45.29894829,31.83000264
2018090600_2575,38.22289109,28.16318331,43.02672744,27.03290555,41.44669533,34.21504924,43.57070088,29.69928179
2018090600_2624,51.7103076,8.839452286,53.00715923,8.960158855,56.28387451,16.54546895,47.6610589,18.28355649
2018090600_2648,56.78297997,14.62525133,59.64145303,13.71347788,61.37736082,19.15622196,52.846241,17.9049668
2018090600_2736,79.07973289,6.726771627,82.53654957,9.111074828,83.25467348,17.75302547,82.33737946,20.54390551
2018090600_2811,99.03173447,26.64770785,100.4495716,23.1115079,99.12629128,26.68330691,98.8296032,25.42216356
2018090600_2980,49.78006482,16.16552112,52.70072222,12.53179267,53.56719375,16.73858961,51.10730052,19.54489363
2018090600_3279,85.91760635,23.9117696,91.45658255,22.70197493,85.59092045,28.76863581,85.89525461,27.35124958
2018090600_3507,98.9764452,10.62061261,98.73936653,10.72212259,98.25116158,18.56285766,97.68846989,23.48654419
2018090600_3626,,,,,,,,
2018090600_3791,35.28481364,37.03529997,38.90547752,32.99597,39.75888848,33.33201269,35.61563373,30.87766459
2018090600_3844,36.02654457,39.4848382,41.11078978,34.84609189,42.69342184,33.51747537,39.25486565,32.16232514
2018090600_3904,62.48561382,5.363891146,63.52502346,10.15895182,63.55537176,18.5940821,57.94125795,22.28060314
2018090600_3950,67.09254026,8.880457684,69.57384825,10.45138959,70.09141445,15.19000897,64.96000528,20.90046956
