gameId,playId,adj_x_first_down,posteam_score_diff,down,quarter,defendersInTheBox,numberOfPassRushers,n_rb,n_wr,n_te,n_dl,n_lb,n_db,qtr_sec_remain,game_half,half_sec_remain,game_sec_remain,is_I_FORM,is_SINGLEBACK,is_SHOTGUN,is_EMPTY,is_PISTOL,is_WILDCAT,is_JUMBO,is_TRADITIONAL,is_SCRAMBLE_ROLLOUT_LEFT,is_DESIGNED_ROLLOUT_LEFT,is_SCRAMBLE_ROLLOUT_RIGHT,is_DESIGNED_ROLLOUT_RIGHT,is_SCRAMBLE,is_UNKNOWN
2018090600,75,65,0,1,1,7,4,2,2,1,4,2,5,900,1,1800,3600,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2018090600,146,29,0,1,1,7,4,1,3,1,4,2,5,790,1,1690,3490,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2018090600,168,29,0,2,1,6,4,2,2,1,4,2,5,785,1,1685,3485,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2018090600,190,29,0,3,1,6,5,1,3,1,4,1,6,781,1,1681,3481,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2018090600,256,0,0,3,1,8,6,2,0,3,6,3,2,659,1,1559,3359,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2018090600,320,88,0,2,1,7,4,1,3,1,3,3,5,610,1,1510,3310,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2018090600,344,88,0,3,1,6,4,1,2,2,3,3,5,564,1,1464,3264,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2018090600,402,34,0,1,1,7,4,1,3,1,4,2,5,548,1,1448,3248,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2018090600,492,23,0,2,1,8,4,1,2,2,4,2,5,421,1,1321,3121,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2018090600,521,0,0,1,1,8,3,1,2,2,4,2,5,379,1,1279,3079,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2018090600,545,0,0,2,1,7,4,1,3,1,4,2,5,338,1,1238,3038,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2018090600,636,0,0,3,1,6,4,1,2,2,4,2,5,307,1,1207,3007,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2018090600,752,59,-3,2,1,6,3,1,3,1,3,3,5,226,1,1126,2926,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2018090600,776,47,-3,1,1,6,5,1,3,1,3,3,5,186,1,1086,2886,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2018090600,839,47,-3,3,1,6,3,1,3,1,3,3,5,81,1,981,2781,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2018090600,889,70,3,1,1,8,4,2,2,1,4,3,4,30,1,930,2730,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2018090600,949,70,3,3,2,4,4,1,3,1,4,1,6,900,1,900,2700,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2018090600,992,50,-3,1,2,7,4,1,2,2,4,3,4,852,1,852,2652,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2018090600,1037,50,-3,3,2,6,5,1,3,1,4,2,5,773,1,773,2573,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2018090600,1061,37,-3,1,2,6,4,1,3,1,4,2,5,734,1,734,2534,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2018090600,1085,37,-3,2,2,7,4,1,3,1,3,3,5,703,1,703,2503,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2018090600,1202,10,-3,2,2,7,4,1,3,1,3,3,5,547,1,547,2347,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2018090600,1295,0,-3,1,2,6,4,1,2,2,4,3,4,463,1,463,2263,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2018090600,1344,0,-3,3,2,5,4,1,3,1,4,2,5,413,1,413,2213,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2018090600,1423,65,0,2,2,7,4,1,1,3,4,3,4,334,1,334,2134,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2018090600,1473,41,0,2,2,6,4,1,3,1,4,2,5,260,1,260,2060,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2018090600,1546,17,0,2,2,7,4,2,3,0,4,2,5,183,1,183,1983,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2018090600,1568,17,0,3,2,5,5,1,3,1,4,1,6,178,1,178,1978,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2018090600,1628,85,-3,1,2,6,4,1,3,1,3,3,5,121,1,121,1921,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2018090600,1680,85,-3,2,2,6,4,1,3,1,3,3,5,117,1,117,1917,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2018090600,1750,61,-3,1,2,6,4,1,3,1,4,2,5,104,1,104,1904,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2018090600,1779,61,-3,2,2,6,4,1,3,1,4,2,5,99,1,99,1899,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2018090600,1801,61,-3,3,2,7,4,1,3,1,4,2,5,95,1,95,1895,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2018090600,1869,79,3,1,2,6,4,1,3,1,4,2,5,80,1,80,1880,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2018090600,1894,66,3,1,2,6,4,1,3,1,4,2,5,75,1,75,1875,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2018090600,1916,66,3,2,2,5,4,1,3,1,4,1,6,70,1,70,1870,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2018090600,1940,66,3,3,2,5,4,1,3,1,4,1,6,48,1,48,1848,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2018090600,2055,77,-3,1,2,5,4,1,3,1,4,2,5,29,1,29,1829,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2018090600,2094,77,-3,2,2,6,5,1,3,1,3,3,5,22,1,22,1822,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2018090600,2116,77,-3,3,2,5,4,1,3,1,3,3,5,17,1,17,1817,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2018090600,2260,65,-3,1,3,7,3,1,2,2,3,3,5,900,2,1800,1800,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2018090600,2360,49,-3,2,3,8,4,1,2,2,4,3,4,777,2,1677,1677,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2018090600,2382,49,-3,3,3,6,5,1,3,1,3,3,5,771,2,1671,1671,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2018090600,2450,70,3,2,3,8,5,1,1,3,4,3,4,714,2,1614,1614,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2018090600,2474,58,3,1,3,6,3,1,3,1,4,2,5,675,2,1575,1575,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2018090600,2503,58,3,2,3,5,4,1,3,1,4,1,6,664,2,1564,1564,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2018090600,2575,58,3,3,3,2,4,1,3,1,4,1,6,657,2,1557,1557,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2018090600,2624,53,-3,1,3,7,5,1,2,2,4,3,4,611,2,1511,1511,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2018090600,2648,53,-3,2,3,7,4,1,2,2,4,3,4,572,2,1472,1472,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2018090600,2693,36,-3,1,3,5,4,1,2,2,4,2,5,489,2,1389,1389,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2018090600,2736,36,-3,3,3,7,4,1,2,2,3,3,5,461,2,1361,1361,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2018090600,2764,16,-3,1,3,5,4,1,3,1,4,2,5,406,2,1306,1306,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2018090600,2811,16,-3,3,3,6,5,1,3,1,3,3,5,360,2,1260,1260,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2018090600,2980,50,-4,2,3,7,4,1,3,1,4,2,5,213,2,1113,1113,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2018090600,3004,50,-4,3,3,5,5,1,3,1,4,1,6,168,2,1068,1068,0,0,1,0,0,0,0,1,0,0,0,0,0,0
